original,decoded,is_valid,is_same,smile_accuracy,tanimoto_distance,total_avg_accuracy
COc1ccc(C(O)CNC(=O)c2nc(C)ncc2Cl)cc1,COc1ccc(C(O)CNC(=O)c2cc(C)ncc2Sl)cc1,0,0,94.44444444444444,1.0,98.81773491827292
NC(=O)C1CCN(c2ncccc2C(F)(F)F)C1,NC(=O)C1CCN(c2ncccc2C(F)(F)F)C1,1,1,100.0,0.0,98.81773491827292
C=CCOCC1CCCC12CN(Cc1ccco1)CCO2,C=CCCCCCCCCC12CN(Cc1ccco1)CCO2,0,0,93.33333333333333,1.0,98.81773491827292
CC1CCCN(C(=O)c2cnn(-c3ccccc3)n2)CC1,CC1CCCN(C(=O)c2cnn(-c3ccccc3)n2)CC1,1,1,100.0,0.0,98.81773491827292
Cc1noc(C2CCCN(C(=O)c3cccc(Cl)c3)C2)n1,Cc1noc(C2CCCN(C(=O)c3cccc(Cl)c3)C2)n1,1,1,100.0,0.0,98.81773491827292
Cn1ccc2c(NC(=O)c3ccc(Nc4ncccn4)cc3)cccc21,Cn1ccc2c(NC(=O)c3ccc(Nc4ncccn4)cc3)cccc21,1,1,100.0,0.0,98.81773491827292
Cc1cccnc1Nc1cccc(C2CCCN2S(C)(=O)=O)n1,Cc1cccnc1Nc1cccc(C2CCCN2S(C)(=O)=O)n1,1,1,100.0,0.0,98.81773491827292
Cc1cc(C)c(CNC(=O)Cc2ccc3ccccc3c2)c(=O)[nH]1,Cc1cc(C)c(CNC(=O)Cc2ccc3ccccc3c2)c(=O)[nH]1,1,1,100.0,0.0,98.81773491827292
COc1ccc(-c2n[nH]cc2C(=O)N(C)Cc2ccc(C)cc2)cc1,COc1ccc(-c2n[nH]cc2C(=O)N(C)Cc2ccc(C)cc2)cc1,1,1,100.0,0.0,98.81773491827292
Cc1cc(CCNS(=O)(=O)c2ccc(Br)cc2)on1,Cc1cc(CCNS(=O)(=O)c2ccc(Br)cc2)on1,1,1,100.0,0.0,98.81773491827292
CC(=O)c1ccc(NC(=O)NCc2ccc(Cl)cc2)cc1,CC(=O)c1ccc(NC(=O)NCc2ccc(Cl)cc2)cc1,1,1,100.0,0.0,98.81773491827292
CC(=O)N1CCC(NC(=O)C2Cc3ccccc3CN2)CC1,CC(=O)N1CCC(NC(=O)C2Cc3ccccc3CN2CCC1,0,0,97.22222222222221,1.0,98.81773491827292
Cc1cc(C)c(C#N)c(N(CC(F)(F)F)C(C)C)n1,Cc1cc(C)c(C#N)c(N(CC(F)(F)F)C(C)C)n1,1,1,100.0,0.0,98.81773491827292
CCNc1ncc(-c2cn(C(CC)c3ccncc3)nn2)cn1,CCNc1ncc(-c2cn(C(C))c3ccncc3)nn2)cn1,0,0,97.22222222222221,1.0,98.81773491827292
Cc1cc(NC(=O)c2ccc(Oc3ccccc3Cl)o2)n(C)n1,Cc1cc(NC(=O)c2ccc(Oc3ccccc3Cl)o2)n(C)n1,1,1,100.0,0.0,98.81773491827292
Cc1ccc(NC(=O)COc2ncnc3sccc23)cc1Cl,Cc1ccc(NC(=O)COc2ncnc3sccc23)cc1Cl,1,1,100.0,0.0,98.81773491827292
O=c1[nH]c(NCCCO)c(Br)c(=O)[nH]1,O=c1[nH]c(NCCCO)c(Br)c(=O)[nH]1,1,1,100.0,0.0,98.81773491827292
N#Cc1ccc(NC(=O)Cn2cnc3ccccc32)cc1Cl,N#Cc1ccc(NC(=O)Cn2cnc3ccccc32)cc1Cl,1,1,100.0,0.0,98.81773491827292
CC(CC(O)c1ccccc1)Nc1ccccc1S(C)(=O)=O,CC(CC(O)c1ccccc1)Nc1ccccc1S(C)(=O)=O,1,1,100.0,0.0,98.81773491827292
CNC(=O)CCc1ccc(NC(=O)c2ccncc2)cc1,CNC(=O)CCc1ccc(NC(=O)c2ccncc2)cc1,1,1,100.0,0.0,98.81773491827292
COc1ccc(C(=O)c2oc3ccc(OC)cc3c2N)cc1,COc1ccc(C(=O)c2oc3ccc(OC)cc3c2N)cc1,1,1,100.0,0.0,98.81773491827292
O=C(Nc1ccc2c(c1)COC2)N1CCOC2(CCC2)C1,O=C(Nc1ccc2c(c1)COC2)N1CCOC2(CCCC)C1,0,0,97.22222222222221,1.0,98.81773491827292
Cn1cnc(CNC(=O)Nc2ccc(F)cc2-c2ccc(F)cc2)n1,Cn1cnc(CNC(=O)Nc2ccc(F)cc2-c2ccccF)cc2)n1,0,0,97.5609756097561,1.0,98.81773491827292
CCN(CC)C(=O)c1ccc(NC(=O)C2CCC(=O)N2)cc1Cl,CCN(CC)C(=O)c1ccc(NC(=O)C2CCC(=O)N2)cc1Cl,1,1,100.0,0.0,98.81773491827292
O=C(Nc1nnc(CC2CCCC2)s1)NC1CCCC1,O=C(Nc1nnc(CC2CCCC2)s1)NC1CCCC1,1,1,100.0,0.0,98.81773491827292
Cc1c(-c2cc(C(F)F)n3ncc(C#N)c3n2)cnn1C,Cc1c(-c2cc(C(F)()ncnc((C#N)c3n2)cnn1C,0,0,91.8918918918919,1.0,98.81773491827292
Cc1nc(-c2cccc(NC(=O)NCc3cccs3)c2)oc1C,Cc1nc(-c2cccc(NC(=O)NCc3cccs3)c2)oc1C,1,1,100.0,0.0,98.81773491827292
C#CCOC(=O)c1cc(-c2ccc(Br)cc2)n[nH]1,C#CCOC(=O)c1cc(-c2ccc(Br)cc2)n[nH]1,1,1,100.0,0.0,98.81773491827292
O=c1c2c([nH]n1-c1ccccc1)-c1ccccc1CS2,O=c1c2c([nH]nc-c1ccccc1)cc1ccccc1CS2,0,0,94.44444444444444,1.0,98.81773491827292
CC(=O)Nc1ccc(NC(=O)C2CCCN(c3ncccn3)C2)cc1,CC(=O)Nc1ccc(NC(=O)C2CCCN(c3ncccn3)C2)cc1,1,1,100.0,0.0,98.81773491827292
O=C(NC1CCSc2ccc(F)cc21)c1scnc1C1CC1,O=C(NC1CCSc2ccc(F)cc21)c1scnc1C1CC1,1,1,100.0,0.0,98.81773491827292
Cc1nc(NC2(C(N)=O)CCCC2)c2cccnc2n1,Cc1nc(N22(C(N)=O)CCCC2)c2ccccc2n1,0,0,93.93939393939394,1.0,98.81773491827292
Clc1ccccc1-c1nnn(Cc2nnc(C3CC3)o2)n1,Clc1ccccc1-c1nnn(CC2nnc(C3CC3)o2)n1,0,0,97.14285714285714,1.0,98.81773491827292
O=C(CNC(=O)c1ccccc1)NCc1cnn(Cc2ccccc2)c1,O=C(CNC(=O)c1ccccc1)NCc1cnn(Cc2ccccc2)c1,1,1,100.0,0.0,98.81773491827292
Cc1n[nH]c(C)c1NC(=O)CSc1nnnn1C1CCCC1,Cc1n[nH]c(C)c1NC(=O)CSc1nnnn1C1CCCC1,1,1,100.0,0.0,98.81773491827292
COc1ccc(CCn2cnc3sc(C)c(C)c3c2=O)cc1,COc1ccc(CCn2cnc3sc(C)c(C)c3c2=O)cc1,1,1,100.0,0.0,98.81773491827292
Clc1ccc(C=Cc2nn3c(C4CC4)nnc3s2)cc1,Clc1ccc(C=Cc2nn3c(C4CC4)nnc3s2)cc1,1,1,100.0,0.0,98.81773491827292
CCOC(=O)CCCNC(=O)c1cc(Cl)c[nH]1,CCOC(=O)CCCNC(=O)c1cc(Cl)c[nH]1,1,1,100.0,0.0,98.81773491827292
N#CCCn1c(CO)cnc1SCc1ccc(F)cc1F,N#CCCn1c(CO)cnc1SCc1ccc(F)cc1F,1,1,100.0,0.0,98.81773491827292
Cc1cc(C)c2c(=O)n(Cc3ccccc3C)c(=O)n(C)c2n1,Cc1cc(C)c2c(=O)n(Cc3ccccc3C)c(=O)n(C)c2n1,1,1,100.0,0.0,98.81773491827292
Cn1ncc2c1CCCN(C(=O)CCc1ccccc1)C2,Cn1ncc2c1CCCN(C(=O)CCc1ccccc1)C2,1,1,100.0,0.0,98.81773491827292
CN(CC1CC1)C(=O)NCCc1cc(F)cc2c1OCOC2,CN(CC1CC1)C(=O)NCCc1cc(F)cc2c1OCOC2,1,1,100.0,0.0,98.81773491827292
Nc1cccc(S(=O)(=O)NC2CCCCCC2)c1,Nc1cccc(S(=O)(=O)NC2CCCCCC2)c1,1,1,100.0,0.0,98.81773491827292
Cc1ccc(-c2nnc(C(C)N3CC(C)OC(C)C3)o2)cc1,Cc1ccc(-c2nnc(C(C)N3CC(C)OC(C)C3)o2)cc1,1,1,100.0,0.0,98.81773491827292
Cn1c(C(=O)NC(C2CC2)C2CC2)cc2ccccc21,Cn1c(C(=O)N((C2CC2)C2CC2)cc2ccccc21,0,0,97.14285714285714,1.0,98.81773491827292
CCCC(=O)Nc1cccc(C(=O)N2CCCC(C(=O)OCC)C2)c1,CCCC(=O)Nc1cccc(C(=O)N2CCCC(C(=O)OC))C2)c1,0,0,97.61904761904762,1.0,98.81773491827292
C=CCCC(NC(=O)c1cnn(-c2ccncc2)c1C)c1ccccc1,C=CCCC(NC(=O)c1cn((-c2ccncc2)c1C)c1ccccc1,0,0,97.5609756097561,1.0,98.81773491827292
O=C(CN1CCc2ccccc21)c1ccc2c(c1)OCCCO2,O=C(CN1CCc2ccccc21)c1ccc2c(c1)OCCCO2,1,1,100.0,0.0,98.81773491827292
COC(=O)c1c(C)[nH]c(C(=O)NCCCC(N)=O)c1C,COC(=O)c1c(C)[nH]c(C(=O)NCCCC(N)=O)c1C,1,1,100.0,0.0,98.81773491827292
CC1CC(NC(=O)c2ccc(Br)cc2O)CC(C)O1,CC1CC(NC(=O)c2ccc(Br)cc2OCCC(C)O1,0,0,96.96969696969697,1.0,98.81773491827292
Cn1nnnc1SCC(=O)Nc1nc(-c2cccs2)cs1,Cn1nnnc1SCC(=O)Nc1nc(-c2cccs2)cs1,1,1,100.0,0.0,98.81773491827292
Cc1cc(NC(=O)c2ccc(F)nc2)ccc1C(=O)N(C)C,Cc1cc(NC(=O)c2ccc(F)cc2)ccc1C(=O)N(C)C,1,0,97.36842105263158,0.28888888888888886,98.81773491827292
Cc1noc(C2CN(C(=O)c3ccncc3)CC2C)n1,Cc1noc(C2CN(C(=O)c3ccncc3)CCCC)n1,0,0,96.96969696969697,1.0,98.81773491827292
Cc1cc(NC(=O)CCc2cccnc2)c2ncccc2c1,Cc1cc(NC(=O)CCc2cccnc2)c2ncccc2c1,1,1,100.0,0.0,98.81773491827292
CC1CC(c2ccccc2)n2nc(NC(=O)c3ccccc3)nc2N1,CC1CC(c2ccccc2)n2nc(NC(=O)c3ccccc3)nc2N1,1,1,100.0,0.0,98.81773491827292
N#Cc1cccc(CN2CCCC(c3nncn3-c3ccccc3)C2)c1,N#Cc1cccc(CN2CCCC(c3nncn3-c3ccccc3)C2)c1,1,1,100.0,0.0,98.81773491827292
Cc1ccc(C(=O)COC(=O)c2sc(C)nc2C)s1,Cc1ccc(C(=O)COC(=O)c2sc(C)nc2C)s1,1,1,100.0,0.0,98.81773491827292
CCCn1c(SCCC(=O)N2CCNCC2)nc2ccccc21,CCCn1c(SCCC(=O)N2CCNCC2)nc2ccccc21,1,1,100.0,0.0,98.81773491827292
O=S(=O)(CCc1ccccc1)N1CCN2CCCC2C1,O=S(=O)(CCc1ccccc1)N1CCN2CCCC2C1,1,1,100.0,0.0,98.81773491827292
CCN(CC)c1ccc(C(=O)Nc2ccn(C)n2)cc1,CCN(CC)c1ccc(C(=O)Nc2ccn(C)n2)cc1,1,1,100.0,0.0,98.81773491827292
Cc1ccc(NCc2ccc(C(N)=O)cc2F)cc1,Cc1ccc(NCc2ccc(C(N)=O)cc2F)cc1,1,1,100.0,0.0,98.81773491827292
Cc1ccc(CNc2ncccc2-c2nc(C)no2)cc1,Cc1ccc(CNc2ncccc2-c2nc(C)no2)cc1,1,1,100.0,0.0,98.81773491827292
Cc1cc(C)c(NC(=O)Cn2cccc(C)c2=O)c(Cl)c1,Cc1cc(C)c(NC(=O)Cn2cccc(C)c2=O)c(Cl)c1,1,1,100.0,0.0,98.81773491827292
CCCc1nc2sc(C(=O)OCCOC)c(C)c2c(=O)[nH]1,CCCC1nc2sc(C(=O)OCCCC)c(C)c2c(=O)[nH]1,0,0,94.73684210526315,1.0,98.81773491827292
CCOC(=O)C1CC(=O)N(c2ccc(OC)cc2)C1,CCOC(=O)C1CC(=O)N(c2ccc(OC)cc2)C1,1,1,100.0,0.0,98.81773491827292
CCc1onc(C)c1NC(=O)c1ccc(-n2ccnc2)nc1,CCc1onc(C)c1NC(=O)c1ccc(-n2ccnc2)nc1,1,1,100.0,0.0,98.81773491827292
Cc1ccncc1NC(=O)C(C)Oc1ccccc1Br,Cc1ccncc1NC(=O)C(C)Oc1ccccc1Br,1,1,100.0,0.0,98.81773491827292
CCC(C)c1nnc(C2(c3cccc(F)c3)CCOCC2)o1,CCC(C)c1nn((C2(c3cccc(F)c3)CCOCC2)o1,0,0,97.22222222222221,1.0,98.81773491827292
N#Cc1ccc(C(=O)N2CCC(CO)C(O)C2)cn1,N#Cc1ccc(C(=O)N2CCCCCO)C(O)C2)cn1,0,0,96.96969696969697,1.0,98.81773491827292
O=C(NCc1ccc(OC(F)F)cc1)c1occc1Br,O=C(NCc1ccc(OC(F)F)cc1)c1occc1Br,1,1,100.0,0.0,98.81773491827292
CC(=O)c1cccc(OS(=O)(=O)c2cc(F)ccc2C)c1,CC(=O)c1cccc(OS(=O)(=O)c2cc(F)ccc2C)c1,1,1,100.0,0.0,98.81773491827292
Cc1ccccc1C(=O)NC(C(=O)N1CCC1)C(C)C,Cc1ccccc1C(=O)NC(C(=O)N1CCC1)C(C)C,1,1,100.0,0.0,98.81773491827292
O=C(NCc1cccs1)C1CCN(C(=O)c2ccco2)CC1,O=C(NCc1cccs1)C1CCN(C(=O)c2ccco2)CC1,1,1,100.0,0.0,98.81773491827292
CCCNC(=O)CN1CCN(c2ncnc3sc(C)c(C)c23)CC1,CCCNC(=O)CN1CCN(c2ncnc3sc(C)c(C)c23)CC1,1,1,100.0,0.0,98.81773491827292
CC(C)COC1CCN(C(=O)NCCNC(=O)c2cccnc2)CC1,CC(C)CCC1CCN(C(=O)NCCNC(=O)c2ccccc2)CC1,1,0,94.87179487179486,0.4666666666666667,98.81773491827292
OC1=Nc2c(ncn2-c2ccccc2)C(c2ccc(O)cc2)C1,N=1=Nc2c(ncn2-c2ccccc2)C(c2ccccO)cc2)C1,0,0,92.3076923076923,1.0,98.81773491827292
CC(=O)NC(C(=O)N=c1sccn1C)C(C)C,CC(=O)NC(C(=O)N=c1sccn1C)C(C)C,1,1,100.0,0.0,98.81773491827292
O=C(NCCCO)NCC(c1cccc(F)c1)N1CCOCC1,O=C(NCCCN)NCC(c1cccc(F)c1)N1CCOCC1,1,0,97.05882352941177,0.17307692307692313,98.81773491827292
Cc1ccc(S(=O)(=O)CCC(=O)Nc2cc(C)nn2C(C)C)cc1,Cc1ccc(S(=O)(=O)CCC(=O)Nc2cc(C)nn2C(C)C)cc1,1,1,100.0,0.0,98.81773491827292
CCCCNC(=O)Nc1cc(S(N)(=O)=O)cc(C)c1C,CCCCNC(=O)Nc1cc(S(N)(=O)=O)cc(C)ccC,0,0,97.14285714285714,1.0,98.81773491827292
O=c1c2cccnc2cnn1Cc1cccc(OCC(F)(F)F)c1,O=c1c2cccnc2nn11Cc1cccc(OCC(F)(F)F)c1,0,0,94.5945945945946,1.0,98.81773491827292
O=C(CCc1cccc(Cl)c1Cl)NC1CCCCNC1=O,O=C(CCc1cccc(Cl)c1Cl)N11CCCCCC1=O,0,0,93.93939393939394,1.0,98.81773491827292
O=C1COC2(CN1)COCCN(C(=O)OCc1ccccc1)C2,O=C1C2C2(CN1CCOCCN(C(=O)CCc1ccccc1)C2,0,0,91.8918918918919,1.0,98.81773491827292
CCCOCC(=O)N(C)Cc1c(C)nc2sc(C)cn12,CCCOCC(=O)N(C)Cc1c(C)nc2sc(C)cn12,1,1,100.0,0.0,98.81773491827292
COCC1CCCN(C(=O)c2ccc(-n3cccc3)cc2)C1,COCC1CCCN(C(=O)c2ccc(-n3cccc3)cc2)C1,1,1,100.0,0.0,98.81773491827292
CCC(C)Sc1ccc(NC(=O)C2CCCN(C(C)=O)C2)c(C)c1,CCC(C)Sc1ccc(NC(=O)C2CCCN(C(C)=O)C2)c(C)c1,1,1,100.0,0.0,98.81773491827292
CCc1nnc(NC(=O)N(Cc2ccc(O)c(OC)c2)C2CC2)s1,CCc1nnc(NC(=O)NCCc2ccc(O)c(OC)c2)C2CC2)s1,0,0,97.5609756097561,1.0,98.81773491827292
Cc1ccc2c(C)c(C(=O)N3CCNC(=O)CC3)oc2c1C,Cc1ccc2c(C)c(C(=O)N3CCNC(=O)C33)oc2c1C,0,0,97.36842105263158,1.0,98.81773491827292
CCCCN(C)C(=O)C(O)c1ccc(F)c(C)c1,CCCCN(C)C(=O)C(O)c1ccc(F)c(C)c1,1,1,100.0,0.0,98.81773491827292
COc1ccc(S(=O)(=O)N(C)Cc2cnn(C)c2)cc1,COc1ccc(S(=O)(=O)N(C)Cc2cnn(C)c2)cc1,1,1,100.0,0.0,98.81773491827292
CNC(=O)c1cccc(Cn2c(-c3cccc(F)c3)csc2=O)c1,CNC(=O)c1cccc(Cn2c(-c3cccc(F)c3)csc2=O)c1,1,1,100.0,0.0,98.81773491827292
CC(=O)Nc1ccc(OC(C)C(=O)Nc2c(C)cc(C)cc2C)cc1,CC(=O)Nc1ccc(OC(C)C(=O)Nc2c(C)cc(C)cc2C)cc1,1,1,100.0,0.0,98.81773491827292
CC(=O)NCC(=O)Nc1ccccc1N1CCCC1=O,CC(=O)NCC(=O)Nc1ccccc1N1CCCC1=O,1,1,100.0,0.0,98.81773491827292
COc1ccc(COC(=O)c2ccc(S(C)(=O)=O)cc2)cc1,COc1ccc(COC(=O)c2ccc(S(C)(=O)=O)cc2)cc1,1,1,100.0,0.0,98.81773491827292
CCc1ccc2c(c1)C(N1CCOCC1)C(C)CN2,CCc1ccc2c(c1)C(N1CCOCC1)C(C)CN2,1,1,100.0,0.0,98.81773491827292
COc1ccccc1C(NC(=O)c1ccc(C(N)=O)cc1)C(C)(C)C,COc1ccccc1C(NC(=O)c1ccc(F(N)=O)cc1)C(C)(C)C,0,0,97.67441860465115,1.0,98.81773491827292
CCOc1ccc(-c2cc(C)n3nc(C(=O)OC)cc3n2)cc1,CCOc1ccc(-c2cc(C)nnnc(C(=O)OC)cc3n2)cc1,0,0,97.43589743589743,1.0,98.81773491827292
C(=Cc1ccccn1)c1cccc(-n2ccnc2C2CCOC2)c1,C(=Cc1ccccn1)c1cccc(-c2ccnc2C2CCCC2)c1,0,0,94.73684210526315,1.0,98.81773491827292
O=C(NC1CCCC1)c1cc(C(=O)c2ccccc2F)c[nH]1,O=C(NC1CCCC1)c1cc(C(=O)c2ccccc2F)c[nH]1,1,1,100.0,0.0,98.81773491827292
Cn1cc(O)c(=O)cc1CN1CCN(c2ccc(F)cc2)CC1,Cn1c((=)c(=O)cc1CN1CCN(c2ccc(F)cc2)CC1,0,0,94.73684210526315,1.0,98.81773491827292
CN(C)S(=O)(=O)N1CCCC(c2cc(-c3ccccc3)n[nH]2)C1,CN(C)S(=O)(=O)N1CCCC(c2cc(-c3ccccc3)[[nH]2)C1,0,0,97.77777777777777,1.0,98.81773491827292
O=C(COC(=O)C1CC2CCCC(C1)C2=O)Nc1ccccc1,O=C(COC(=O)C1CC2CCC((C1)C2=O)Nc1ccccc1,0,0,97.36842105263158,1.0,98.81773491827292
CC(C)(C)Oc1cc(CNC(=O)C2CSc3ccccc32)ccn1,CC(C)(C)Oc1cc(CNC(=O)C2CSc3ccccc32)ccn1,1,1,100.0,0.0,98.81773491827292
CC(C)(C)OC(=O)N1CCC(OCC(=O)c2nccs2)C1,CC(C)(C)OC(=O)N1CCC(OCC(=O)c2nccs2)C1,1,1,100.0,0.0,98.81773491827292
CCS(=O)(=O)Nc1ccc(-c2noc(-c3cccc(F)c3)n2)cc1,CCS(=O)(=O)Nc1ccc(-c2noc(-c3cccc(F)c3)n2)cc1,1,1,100.0,0.0,98.81773491827292
NC(=O)c1cc(NC2CCCN(c3ncccn3)C2)nc2ccccc12,NC(=O)c1cc(NC2CCCN(c3ccccn3)C2)nc2ccccc12,1,0,97.5609756097561,0.18181818181818177,98.81773491827292
Cc1ccsc1CNC(=O)CSc1ncnc2c1cnn2C,Cc1ccsc1CNC(=O)CSc1ncnc2c1cnn2C,1,1,100.0,0.0,98.81773491827292
CCc1ccc2c(c1)C(NC(C)=O)C(=O)N2Cc1ccccc1Cl,CCc1ccc2c(c1)CNNC(C)=O)C(=O)N2Cc1ccccc1Cl,0,0,97.5609756097561,1.0,98.81773491827292
O=C(NCCCOCC1CCOCC1)c1ccc(F)nc1,O=C(NCCCOC11CCOCC1)c1ccc(F)nc1,0,0,96.66666666666667,1.0,98.81773491827292
COc1ccc(-c2nnc(NC(=O)c3ccn(C)n3)o2)cc1OC,COc1ccc(-c2nnc(NC(=O)c3cc((C)n3)o2)cc1OC,0,0,97.5,1.0,98.81773491827292
Cc1c(-c2cccs2)nn2c(=O)cc(C3CC(=O)N(C)C3)[nH]c12,Cc1c(-c2cccs2)nc2cc=O)cc(C3CC(CO)N(C)C3)[nH]c12,0,0,93.61702127659575,1.0,98.81773491827292
Cc1cc(C)n(CCCNC(=O)c2cc3cc(F)ccc3[nH]2)n1,Cc1cc(C)n(CCCNC(=O)c2cc3cc(F)ccc3[nH]2)n1,1,1,100.0,0.0,98.81773491827292
CCN(CC(=O)c1ccc(F)c(N)c1)c1ccccc1,CCN(CC(=O)c1ccc(F)c(N)c1)c1ccccc1,1,1,100.0,0.0,98.81773491827292
CC(NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)Nc1ccccn1,CC(NC(=O)c1ccc(C(C((C)C)cc1)C(=O)Nc1ccccn1,0,0,97.61904761904762,1.0,98.81773491827292
CC(C)n1cc(NC(=O)c2cc(NC(=O)C3CCCC3)n(C)n2)cn1,CC(C)n1cc(NC(=O)c2cc(NC(=O)C3CCCC3)n(C)n2)cn1,1,1,100.0,0.0,98.81773491827292
CN(C)S(=O)(=O)c1ccc(C(=O)N2Cc3cncnc3C2)cc1,CN(C)S(=O)(=O)c1ccc(C(=O)N2Cc3cncnc3C2)cc1,1,1,100.0,0.0,98.81773491827292
COc1cccc(-c2nccn2CCSc2nccn2C)c1OC,COc1cccc(-c2cccn2CCSc2nccn2C)c1OC,1,0,96.96969696969697,0.25,98.81773491827292
Cc1cc(C)c(C(=O)NCCc2cccs2)c(=O)[nH]1,Cc1cc(C)c(C(=O)NCCc2cccs2)c(=O)[nH]1,1,1,100.0,0.0,98.81773491827292
Cc1occc1CN(C)C(=O)C1(c2ccc(Cl)cc2)CCOCC1,Cc1occc1CN(C)C(=O)C1(c2ccc(Cl)cc2)CCOCC1,1,1,100.0,0.0,98.81773491827292
COC(=O)c1cc(CNS(=O)(=O)C(C)C)oc1C,COC(=O)c1cc(CNS(=O)(=O)C(C)C)oc1C,1,1,100.0,0.0,98.81773491827292
Cc1ccccc1CC(=O)N(C)Cc1cnn(-c2ccccc2)c1,Cc1ccccc1CC(=O)N(C)Cc1cnn(-c2ccccc2)c1,1,1,100.0,0.0,98.81773491827292
COc1ccc(F)c(NC(=O)c2[nH]ncc2Br)c1,COc1ccc(F)c(NC(=O)c2[nH]ncc2Br)c1,1,1,100.0,0.0,98.81773491827292
Cn1c(=O)n(CC(=O)Nc2ccc(F)cc2)c2ccccc21,Cn1c(=O)n(CC(=O)Nc2ccc(F)cc2)c2ccccc21,1,1,100.0,0.0,98.81773491827292
CCN(Cc1cccs1)S(=O)(=O)c1cc(N)cs1,CCN(Cc1cccs1)S(=O)(=O)c1cc(N)cs1,1,1,100.0,0.0,98.81773491827292
Cc1ccc(C(=O)Nc2cccc(C#N)c2)cc1F,Cc1ccc(C(=O)Nc2cccc(C#N)c2)cc1F,1,1,100.0,0.0,98.81773491827292
CCc1nn2c(CNC(=O)c3ccc4c(c3)OCO4)c(C)nc2s1,CCc1nn2c(CNC(=O)c3ccc4c(c3)OCO4)c(C)nc2s1,1,1,100.0,0.0,98.81773491827292
COc1cccc(CC(=O)NCCn2nc(C)cc2C)c1,COc1cccc(CC(=O)NCCn2nc(C)cc2C)c1,1,1,100.0,0.0,98.81773491827292
CC(C)c1nc(C2NC(=O)c3ccccc3N2C)cs1,CC(C)c1nc(C2NC(=O)c3ccccc3N2C)cs1,1,1,100.0,0.0,98.81773491827292
CCn1c(CSc2ncnc3nc[nH]c23)nc2c(F)cccc21,CCn1c(SSc2ncnc3cc[nH]c23)nn2c(F)cccc21,0,0,92.10526315789474,1.0,98.81773491827292
