original,decoded,is_valid,is_same,smile_accuracy,tanimoto_distance,total_avg_accuracy
C=CCCC(O)(CCC=C)c1ccc(CN(Cc2ccc(F)cc2)C(C)C)o1,C=CCCC(O)(CCC=C)c1ccc(CN(Cc2ccc(F)cc2)C(C)C)o1,1,1,100,0,90.12119321
Cc1ccc(NC(=O)c2ccc(C)c(NC(=O)CNC(=O)C3CCN(CC(=O)Nc4cccc(,Cc1cc[31P](NC(=O)c2ccc(C)c(NC(=O)CNC(=O)C3CCN(CC(=O)Nc4cccc(,x,0,19.64285714,-1,90.12119321
Cc1nn(Cc2ccc(C(=O)NC3CCCc4ccccc43)o2)c(C)c1C,Cc1nn(Cc2ccc(C(=O)NC3CCCc4ccccc43)o2)c(C)c1C,1,1,100,0,90.12119321
C=Cc1ccc(C)c(F)c1N,C=Cc1ccc(C)c(F)c1N,1,1,100,0,90.12119321
CCC1(O)CN(C(=O)C2CC(F)(F)C2)C1,CCC1(O)CN(C(=O)C2CC(F)(F)C2)C1,1,1,100,0,90.12119321
O=S(=O)(c1ccccc1)C1c2ccccc2C2CCCC21,O=S(=O)(c1ccccc1)C1c2ccccc2C2CCCC21,1,1,100,0,90.12119321
CC(C)CC(NC(=O)C(CCC(=O)O-)NC(=O)CNC(=O)C(CCC(=O)O-)NC(=O,CC(C)CC(NC(=O)C(CCC(=O)O-)NC(=O)CNC[CaH2]=O)C(CCC(=O)O-)NC(=O,x,0,62.5,-1,90.12119321
Cc1cc(C)n(c2cccc(NC(=O)C3(n4cccn4)CCN2CC3)c2)n1,Cc1cc(C)n(c2cccc(NC(=OcC3(n4cccn4)CCN2CC3)c2)n1,x,0,97.87234043,-1,90.12119321
Cc1cc(OCC2CCCCN2C(N)=N2)cc(N(CCCCCC(=O)O-)S(=O)(=O)c2ccc,Cc1cc(OCCcCCCCN2C(N)=N2)cc(N(CCCCCC(=O)O-)S(=O)(=O)c2ccc,x,0,98.21428571,-1,90.12119321
CCN(CC)C(=O)C1CCC(C#N)(NC)CC1,CCN(CC)C(=O)C1CCC(C#N)(NC)CC1,1,1,100,0,90.12119321
CCN(CC1CCCN2C1)C(=O)c1cccc(I)c1,CCN(CC1CCCN2C1)C(=O)c1cccc(I)c1,x,1,100,-1,90.12119321
CCNC(=O)OCC(NC(=O)NC(C(=O)N1CC2CC2C1C(=O)NC(CC1CCC1)C(=O,CCNC(=O)OCC(NC(=O[CH]NC(C(=O)N1CC2CC2C1C(=O)NC(CC1CCC1)C(=O,x,0,44.64285714,-1,90.12119321
COc1cc(C=C(C#N)C(=O)NC(C)C)ccc1OCc1ccccc1,COc1cc(C=C(C#N)C(=O)NC(C)C)ccc1OCc1ccccc1,1,1,100,0,90.12119321
CC(NC(=O)N1CCN2C(=O)NCC2C1)c1ccccc1n1cccn1,CC(NC(=O)N1CCN2C(=O)NCC2C1)c1ccccc1n1cccn1,1,1,100,0,90.12119321
COCCn1cccc1C(=O)N1C(C)SCC1C(=O)O-,COCCn[31P]cccc1C(=O)N1C(C)SCC1C(=O)O-,x,0,18.18181818,-1,90.12119321
C=C(C)COCCNC(=O)OCC(C)C,C=C(C)COCCNC(=O)OCC(C)C,1,1,100,0,90.12119321
CN(C)C(CNC(=O)CCc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(F)cc1,CN(C)C(CNC(=O)CCc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(F)cc1,1,1,100,0,90.12119321
Cc1c(C(=O)N2CCCCC2)cc(N(=O)O-)cc1N(=O)O-,Cc1c(C(=O)N2CCCCC2)cc(N(=O)O-)cc1N(=O)O-,x,1,100,-1,90.12119321
Cc1ccc(S(=O)(=O)N2CCC(CNC(=O)NC34CC5CC(CC(C5)C3)C4)C2)cc,Cc1ccc(S(=O)(=O)N2CCC(CNCc=O)NC34CC5CC(CC(C5)C3)C4)C2)cc,x,0,98.21428571,-1,90.12119321
CC(=O)N1CCC(C2CN(C(=O)Cn3ccnc3C)CC2COc2ccccc2)CC1,CC(=O)N1CCC(C2CN(C(=O)Cn3ccnc3C)CC2COc2ccccc2)CC1,1,1,100,0,90.12119321
CCCCNC(=O)Nc1cccc2c1CCCN2C(=O)COC,CCCCNC(=O)Nc1cccc2c1CCCN2C(=O)COC,1,1,100,0,90.12119321
Cc1nc2ccc(N)c(N)c2nc1=O,Cc1nc2ccc(N)c(N)c2nc1=O,x,1,100,-1,90.12119321
CC(CN(C)C(=O)C1CCCOCC1)c1nnn-n1,CC(CN(C)C(=O)C1CCCOCC1)c1nnn-n1,x,1,100,-1,90.12119321
CC1CCCC(CCN2Cc2ncccn2)C1,CC1CCCC(CCN2Cc2ncccn2)C1,x,1,100,-1,90.12119321
CCN2C(c1sccc1C)C(OCC)OCC,CCN2C(c1sccc1C)C(OCC)OCC,x,1,100,-1,90.12119321
Cc1cc(CNC(=O)CCc2c(C)nc3c(cnn3C(C)C)c2C)ccc1F,Cc1cc(CNC(=O)CCc2c(C)nc3c(cnn3C(C)C)c2C)ccc1F,1,1,100,0,90.12119321
Cc1ccc(C)c(C2CC(c3ccccc3)=NN2C(=O)CN2CCc3ccccc3C2)c1,Cc1ccc(C)c(C2CC(c3ccccc3)=NN2C(=O)CN2CCc3ccccc3C2)c1,1,1,100,0,90.12119321
Cc1cc(CN2CCOCC2)no1,Cc1cc(CN2CCOCC2)no1,1,1,100,0,90.12119321
CCC(C)C(=O)Nc1cc(B)ccc1NC(C)=O,CCCNC)C(=O)Nc1cc(B)ccc1NC(C)=O,0,0,96.66666667,1,90.12119321
COCc1nc(C2(c3ccccc3)CC2)oc1C(=O)OC,COCc1nc(C2(c3ccccc3)CC[PH4+])oc1C(=O)OC,0,0,64.70588235,1,90.12119321
Cc1ccc(c2ccc(C(C)(c3ccc(c4ccc(N(c5ccccc5)c5ccc(N(C)c6ccc,Cc1ccc(c2ccc(C(C)(c3ccc(c4ccc(NCc5ccccc5)c5ccc(N(C)c6ccc,x,0,98.21428571,-1,90.12119321
Cc1cc(NCc2cc(B)c(B)s2)ccc1NS(C)(=O)=O,Cc1cc(NCc2cc(B)c(B)s2)ccc1NS(C)(=O)=O,1,1,100,0,90.12119321
Cc1sc2nc(CCO)nc(NCc3ccccn3)c2c1c1ccc2c(c1)OCO2,Cc1sc2nc(CCO)nc(NCc3ccccn3)c2c1c1ccc2c(c1)OCO2,1,1,100,0,90.12119321
CN(C)CC(=O)CC(=O)CN(C)C,CN(C)CC(=O)CCn=O)CN(C)C,0,0,95.65217391,1,90.12119321
O=C(c1cccc2nccc12)N1CCCC(c2nc(CO)co2)C1,O=C(c1cccc2nccc12)N1CCCC(c2nc(CO)co2)C1,x,1,100,-1,90.12119321
COc1cccc(c2cn3cc(CCCCN4CCN(C)CC4)cc3c(=O)n2CC(=O)NC(C)C),COc1cccc(cccn3cc(CCCCN4CCN(C)CC4)cc3c(=O)n2CC(=O)NC(C)C),x,0,98.21428571,-1,90.12119321
O=C1SC(=Cc2ccc(OCc3ccc(I)cc3)c(I)c2)C(=O)N1CCCc1ccccc1,O=C1SC(=Cc2ccc(OC[31P]3ccc(I)cc3)c(I)c2)C(=O)N1CCCc1ccccc1,0,0,46.2962963,1,90.12119321
COCCn1nc(C)c2cc(N(=O)O-)c(F)cc21,COCCn1nc(C)c2cc(N(=O)O-)c(F)cc21,x,1,100,-1,90.12119321
Cc1cccc(c2nc(C(=O)Nc3c(C)cccc3C)nn2c2ccc(C)c(C)c2)c1,Cc1cccc(c2nc(C(=O)Nc3c(C)cccc3C)nn2c2ccc(C)c(C)c2)c1,1,1,100,0,90.12119321
CCOC(=O)C1=C(c2nc(CCCOS(C)(C)C(C)(C)C)co2)CC2CN(C(=O)OC(,CCOC(=O)C1=C(c2nc(CCCOS(C)(C)[CH](C)(C)C)co2)CC2CN(C(=O)OC(,x,0,60.71428571,-1,90.12119321
Cc1ncc(NC(=O)N2CCC(N(C)CCO)CC2)c(C2CC2)n1,Cc1nccNNC(=O)N2CCC(N(C)CCO)CC2)c(C2CC2)n1,0,0,97.56097561,1,90.12119321
CCOc1cc(N(=O)O-)c(C(=O)NCCC(=O)NC2CCCC2)cc1OC,CCOc1cc(N(=O)O-)c(C([CaH2]O)NCCC(=O)NC2CCCC2)cc1OC,x,0,48.88888889,-1,90.12119321
CCCCNS(NCCCC)(NCCCC)NC(C)C,CCCCNS(NCCCC)(NCCCC)NC(C)C,1,1,100,0,90.12119321
COc1ccc(c2cc(c3ccc(O)cc3)c(C#N)c(N)n2)cc1OC,COc1ccc(c2cc(c3ccc(O)cc3)c(C#N)c(N)n2)cc1OC,1,1,100,0,90.12119321
CCC(c1cc(c2ccc(OCCCCCOCCOc3cc(C4=C(C)C=CC4)ccc3CCC(=O)C3,CCC(c1cc(c2ccc(OCCCCCcCCOc3cc(C4=C(C)C=CC4)ccc3CCC(=O)C3,x,0,98.21428571,-1,90.12119321
O=C(CN1CCN(c2ncccn2)CC1)NC1CCN2CC1O,O=C(CN1CCN(c2ncccn2)CC1)NC1CCN2CC1O,x,1,100,-1,90.12119321
Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1NC(=O)c1cccc(B)c,Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1NC(=O)c1cccc(B)c,x,1,100,-1,90.12119321
COc1ccc(N2C(=O)C(=Cc3ccccc3F)SC2=S)cc1,COc1ccc(N2C(=O)C(=Cc3cc[Ac]cc3F)SC2=S)cc1,0,0,63.15789474,1,90.12119321
CCc1ccc(c2ccc(C)c(C)c2F)cc1C1C(=O)CCC1=O,CCc1ccc(c2ccc(C)c(C)c2F[Ac]cc1C1C(=O)CCC1=O,0,0,60,1,90.12119321
C=CCN(CC=C)C(=O)C(=O)NCCN1C(=O)CSC1=O,C=CCN(CC=C)C(=O)C(=O)NCCN1C(=O)CSC1=O,1,1,100,0,90.12119321
O=C(NCc1ccc(Cn2cccn2)cc1)c1nn(c2ccc(F)cc2)c2c1CCC2,O=C(NCc1ccc(Cn2cccn2)cc1)c1nn(c2ccc(F)cc2[Si+4]c2c1CCC2,0,0,82,1,90.12119321
CCOc1ccc(c2nonc2NC(=O)c2oc3ccccc3c2C)cc1OCC,CCOc1ccc(c2nonc2NC(=O)c2oc3ccccc3c2C)cc1OCC,1,1,100,0,90.12119321
CCNC(NCC1(CCO)CCOC1)=NCc1ccc(B)s1,CCNC(NCC1(CCO)CCOC1)=NCc1ccc(B)s1,1,1,100,0,90.12119321
Fc1ccc(B)c(CN2CCN2CCCC2)c1,Fc1ccc(B)c(CN2CCN2CCCC2)c1,x,1,100,-1,90.12119321
CC1(C)OCC(COc2ccnc(NC(=O)N3c4nc(C(=O)NCC(F)(F)F)ccc4N4CC,CC1(C)OCC(COc2ccnc(NC(=O)N3c4nc(C(=[CaH2])NCC(F)(F)F)ccc4N4CC,x,0,66.07142857,-1,90.12119321
CS(C)(C)c1cc(C(F)(F)F)cnc1C,CS(C)(C)c1cc(C(F)(F)F)cnc1C,1,1,100,0,90.12119321
O=C(CSc1nnc(c2ccccc2F)n1c1ccccc1)Nc1ccccc1C(=O)NC1CC1,O=C(CSc1nnc(c2ccccc2F)n1c1ccccc1)Nc1ccccc1C(=O)NC1CC1,1,1,100,0,90.12119321
COc1cc(c2nc(c3cc(C)nc(CF)c3)c3n2CC(CF)OCC3)ccc1C(F)(F)F,COc1cc(c2nc(c3cc(C)nc(CF)c3)c[CaH2]n2CC(CF)OCC3)ccc1C(F)(F)F,0,0,58.18181818,1,90.12119321
O=C(Nc1ccc(N2CCNC2=O)cc1)c1ccc(c2cnco2)cc1,O=C(Nc1ccc(N2C[Mn+3]NC2=O)cc1)c1ccc(c2cnco2)cc1,1,0,42.85714286,0.285714286,90.12119321
CCN=C1NC(=O)C(c2ccccc2C(F)(F)F)N1,CCN=C1NC(=O)C(c2ccccc2C(F)(F)F)N1,1,1,100,0,90.12119321
COc1ccc(CN2C(=O)N(C)C3(CCN(Cc4cccn4c4ccc(C)cn4)CC3)C2=O),COc1ccc(CN2C(=OCN(C)C3(CCN(Cc4cccn4c4ccc(C)cn4)CC3)C2=O),x,0,98.21428571,-1,90.12119321
CC1CCC(=O)N(CC(C)CC)CC1,CC1CCC(=O)N(CC(C)CC)CC1,1,1,100,0,90.12119321
O=C(C(=Cc1ccccc1)c1ccccc1)c1ccsc1c1ncccn1,O=C(C(=C[Ca]1ccccc1)c1ccccc1)c1ccsc1c1ncccn1,0,0,48.7804878,1,90.12119321
O=C(Nc1cnns1)NC1CCCN(c2cccc(F)c2)C1,O=C(Nc1cnns1)CC1CCCN(c2cccc(F)c2)C1,1,0,97.14285714,0.306451613,90.12119321
O=N(O-)c1ccc(C=CSc2nnc(NCc3ccccc3)s2)o1,O=N(O-)c1ccc(C=CSc2nnc(NCc3ccccc3)s2)11,x,0,97.43589744,-1,90.12119321
Cc1ccc(C(=O)CN2CCN(c3ccccc3)CC2)cc1,Cc1ccc(C(=O)CN2CCN(c3ccccc3)CC2)cc1,1,1,100,0,90.12119321
N3C(Cc1ccccc1F)Cc1ccc(C)cc1N(=O)O-,N3C(Cc1ccccc1F)Cc1ccc(C)cc1N(=O)O-,x,1,100,-1,90.12119321
Cc1cc(c2cccc(C(=O)NCCc3nc(C)c(C)s3)c2)nc(N)n1,Cc1cc(c2cccc(C[unused8]=O)NCCc3nc(C)c(C)s3)c2)nc(N)n1,0,0,33.33333333,1,90.12119321
COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSc2nnc(COc3ccccc3C)n2C)c1,COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSc2nnc(COc3ccccc3C)n2C)c1,1,1,100,0,90.12119321
CC(NC(=O)c1cc(I)ccc1O)C(C)(C)C,CC(NC(=O)c1cc(I)ccc1O)C(C)(C)C,1,1,100,0,90.12119321
O=C(COC(=O)c1ccc(OCC2CCCO2)cc1)Nc1ccccc1Sc1ccccc1,O=C(COC(=O)c1ccc(OCC2CCCO2)cc1)Cc1ccccc1Sc1ccccc1,1,0,97.95918367,0.28125,90.12119321
N3C1Cc2cc(Oc3ccnc(=O)n3)ccc2N(O)C1=O,N3C1CcCcc(Oc3ccnc(=O)n3)ccc2N(O)C1=O,x,0,97.22222222,-1,90.12119321
CN(C)C(=O)c1ccc(c2ccc3ncc(N4CCCCC4)nc3c2)cc1,CN(C)C(=O)c1ccc(c2ccc3ncc(N4CCCCC4)nc3c2)cc1,1,1,100,0,90.12119321
COc1cccc(OCC(O)CN2CC(C)(C)OC)c1,COc1cccc(OCC(O)CN2CC(C)(C)OC)c1,x,1,100,-1,90.12119321
Cc1ccc(C)c(S(=O)(=O)Nc2ccc(CC(=O)NC3CC3)cc2)c1,Cc1ccc(C)c(S(=O)(=O)[PH3]c2ccc(CC(=O)NC3CC3)cc2)c1,1,0,50,0.32,90.12119321
Cc1nc(SC(C)C(=O)Nc2ccc(N(C)C)cc2)c2c(=O)n(C)c(=O)n(CC(C),Cc1nc(SC(C)C(=O)Nc2ccc(N(C)C)cc2)c2c(=O)n(c)c(=O)n(CC(C),x,0,98.21428571,-1,90.12119321
CC(=CC(=O)NC1CC1)c1ccc(C)c(C)c1,CC(=CC(=O)NC1CC1)c1ccc(C)c(C)c1,1,1,100,0,90.12119321
CCOC(C(=O)Cc1c(F)cccc1C)C1CCCCC1,CCOC(C(=O)Cc1c(F)cccc1C)C1CCCCC1,1,1,100,0,90.12119321
CC(C)CC(O)CNC(=O)c1cncc(O)c1,CC(C)CC(O)CNC(=O)c1cncc(C)c1,1,0,96.42857143,0.243902439,90.12119321
CC(C)(C)C(=O)C1CC2CCC1C(=O)O2,CC(C)(C)C(=O)C1CC2CCC1C(=O)O2,1,1,100,0,90.12119321
CCCC(=CCc1cc(c2ccc3nc(C)nc3c2)ccc1C)CC(=O)CCCc1ccccc1C(C,CCCC(=CCc1cc(c2ccc3nc(C)cc3c2)ccc1C)CC(=O)CCCc1ccccc1C(C,x,0,98.21428571,-1,90.12119321
COC(=O)C=C1SC(=NNc2nc3sc(C)c(C)c3c(=O)n2)N(c2ccc(OC)cc2),COC(=O)c=C1SC(=NNc2nc3sc(C)c(C)c3c(=O)n2)N(c2ccc(OC)cc2),x,0,98.21428571,-1,90.12119321
O=C(O-)CCCCCCC(CCSCc1ccccc1)SCc1ccccc1,O=C(O-)CCCCCCC(CCSCc1ccccc1)SCc1cccc11,x,0,97.36842105,-1,90.12119321
